Location,Production,Startup
Cortaillod,93.1,31.12.13
Neu St. Johann,93.2,23.03.15
Kriens,93.3,03.04.12
Günsberg,93.3,19.12.13
Matten i/s,93.6,01.07.13
Wisen,93.6,29.02.12
Diepoldsau,93.6,17.09.12
Ziegelbrücke,93.6,23.03.16
Aeschi bei Spiez,93.6,25.09.15
Deitingen,93.8,03.04.09
Hauenstein,93.8,24.06.13
Münsingen,93.9,16.12.11
Tägerwilen,94,23.12.11
Basadingen,94.1,05.12.14
Gohl,94.1,04.09.12
Wuppenau,94.1,06.12.13
Utzigen,94.1,28.12.11
Schönbühl,94.2,05.12.11
Seehof,94.4,16.10.14
Unterkulm,94.4,02.09.15
Amriswil,94.5,17.12.13
Herisau,94.5,30.09.16
Winterthur,94.6,19.12.11
Müllheim,94.6,17.09.15
Tägerwilen,94.6,28.12.11
Alberswil,94.6,27.04.09
Säriswil,94.6,13.12.13
Lustdorf,94.6,20.07.16
Landiswil,94.7,15.12.11
Wald,95,22.08.12
Herbetswil,95,28.06.12
Schnottwil,95,31.03.15
Oppligen,95.3,09.12.11
Heiden,95.3,20.12.07
S. Carlo,95.4,18.12.13
Herisau,95.7,10.11.14
Münchringen,95.7,18.04.12
Büriswilen,95.8,21.12.07
Dietikon,96.1,01.11.09
Oberbalm,96.2,20.02.09
Bissegg,96.3,01.10.11
Haag SG,96.4,05.12.11
Wasterkingen,96.4,28.09.12
Zollbrück,96.5,25.03.09
Lumbrein,96.5,05.01.15
Kägiswil,96.7,18.11.13
Cunter,96.9,17.10.12
Säriswil,97,23.12.11
Nebikon LU,97,28.06.12
Bernex,97,12.12.11
Othmarsingen,97.1,26.10.11
Trachslau,97.1,24.03.15
Alterswil,97.2,21.07.09
Dreien,97.2,14.03.12
Rütihof,97.2,28.09.13
Sulz,97.3,14.09.12
Ettiswil,97.8,19.08.13
Muolen,97.8,02.10.14
Laupersdorf,97.8,23.03.15
Kaltbrunn,97.8,14.06.13
Grabs,97.8,13.05.13
Sédeilles,97.8,11.08.11
Ottoberg,97.8,27.03.15
Sulz,97.9,20.11.13
Winterthur,98,17.11.11
Küsnacht,98,27.02.12
Ruswil,98,13.05.11
Seewen,98,14.07.11
La Tour-de-Peilz,98,30.09.15
Dotzigen,98,14.09.12
Heimenhausen,98,10.08.12
Richenthal,98,28.09.15
L'Orient,98.1,07.09.12
Avry,98.2,21.12.11
Hittnau,98.2,31.10.13
Würenlos,98.3,13.11.14
Madiswil,98.3,24.11.11
Turbenthal,98.3,01.09.09
Montlingen,98.5,04.11.11
Villigen,98.5,17.12.14
Freidorf,98.5,08.02.16
Eschenbach,98.5,21.05.13
Liestal,98.6,25.09.12
Estavayer-le-Lac,98.7,20.12.11
Knonau,98.8,28.10.11
Reinach,98.8,28.05.09
Romairon,99,25.02.16
Schüpfen,99,07.12.11
Winterthur,99,03.05.13
Villigen,99.1,11.12.14
Lengnau,99.1,22.02.12
Erlach,99.2,03.08.12
Gränichen,99.2,16.09.11
Chur,99.3,17.12.10
Säriswil,99.3,18.03.15
Saas im Prättigau,99.3,08.09.15
Schinznach Dorf,99.4,29.09.15
Oberwangen,99.6,20.12.11
Unterwasser,99.6,25.09.15
Spiez,99.6,23.09.13
Boll,99.7,24.09.12
Palézieux-Village,99.7,20.09.12
Dürrenroth,99.8,24.12.11
Lussy-sur-Morges,99.8,20.09.11
Scheunen,99.8,26.11.12
Schüpfheim,99.8,26.03.15
Meggen,99.8,27.09.13
Langenthal,99.8,18.12.13
Eischoll,99.8,17.09.15
Brunnen,99.9,28.09.11
Seedorf,99.9,09.12.11
Rumisberg,99.9,22.12.11
Seon,99.9,17.03.15
Herisau,100,11.07.16
Rosshäusern,100,09.08.12
Valchava,100,30.03.15
Rossrüti,100,12.12.13
Niederbuchsiten,100.1,04.11.14
Hettenschwil,100.2,01.10.14
Gelterkinden,100.3,23.06.11
St.Antoni,100.3,28.02.12
Muntelier,100.4,24.03.09
Willisau,100.4,21.08.14
Matran,100.5,03.07.09
St. Antoni,100.5,13.01.15
Meggen,100.5,30.09.15
Hauptikon,100.6,07.01.16
Zollikon,100.6,30.03.17
Wollerau,100.7,20.12.11
Hittnau,100.8,23.06.09
Gorgier,100.8,25.02.12
Bützberg,100.8,24.03.16
Zwillikon,100.8,04.07.16
Rothenburg,100.9,18.06.10
Steinmaur,100.9,05.01.15
Steinerberg,100.9,21.12.12
Möhlin,100.9,25.03.15
Mendrisio,101,11.12.13
Hofstatt,101,28.09.15
Rothenthurm,101.3,27.04.10
Rheinau,101.4,18.06.13
Uster,101.4,23.08.13
Gümligen,101.5,18.03.15
Madiswil,101.5,29.11.11
Schangnau,101.6,04.12.13
Aeschi bei Spiez,101.6,18.06.10
Kaltbrunn,101.7,08.08.12
Sevelen,101.8,30.03.11
Therwil,101.8,23.08.12
Fiesch,101.8,25.09.12
Buchberg,101.9,13.12.13
Affeltrangen,101.9,02.01.15
Fehren,102,20.04.12
Gempenach,102,17.09.12
Bonstetten,102.4,27.12.11
Aigle,102.4,28.10.13
Grabs,102.4,24.02.12
Schlatt Leuggern,102.5,16.06.15
Wattwil,102.7,04.06.10
Sivieriez,102.7,14.05.08
Wolfhausen,102.7,22.12.12
Ollon,102.7,05.06.14
Ollon,102.7,05.06.14
Lyss,103,30.03.16
Nürensdorf,103,14.11.13
Benken,103,21.03.17
Eggersriet,103.2,31.03.17
Erlinsbach,103.3,30.03.10
Altishofen,103.3,16.12.11
Romanel-sur-Morges,103.4,14.12.12
Wolfertswil,103.5,07.12.11
St-Légier-La Chiésaz,103.5,30.09.13
Echallens,103.5,13.12.11
Buttisholz,103.6,27.09.13
Gunzwil,103.7,05.07.12
Watt,104,16.12.10
Sirnach,104,08.02.08
Renens,104,23.12.13
Alpnachstad,104,02.01.15
Rupperswil,104,01.05.12
Yvonand,104.2,21.11.12
Mettmenstetten,104.7,18.12.13
Haslen,104.7,26.10.11
Bünzen,104.7,19.09.16
Jonen,105,12.12.11
Buchillon,105,22.11.11
Oberdorf,105,02.09.13
Obergurzelen,105,17.10.11
Fanas,105,03.03.15
Ried-Brig,105,20.12.12
St. Gallen,105.1,25.04.12
Aarwangen,105.1,25.11.09
Fislisbach,105.3,15.06.12
Fulenbach,105.5,30.11.11
Basel,105.5,05.12.11
Curtilles,105.5,08.12.11
Bussy,105.6,18.10.12
Ruschein,105.6,08.01.15
Bäretswil,105.6,29.09.15
Luzern,105.8,14.09.09
Steffisburg,105.9,16.02.12
Sirnach,106,20.12.13
Bellwald,106.1,21.12.15
Udligenswil,106.2,23.03.16
Büren an der Aare,106.5,17.08.09
Ursenbach,106.5,06.07.12
Nesslau,107.1,30.01.15
Güttingen,107.2,13.03.17
Lommis,107.2,20.07.11
Corminboeuf,107.2,20.12.11
Baldegg,107.4,03.03.15
Gontenbad,107.4,28.01.16
Seewen,107.4,10.02.11
Neuendorf,107.5,03.11.11
Fällanden,107.5,23.12.11
St-Légier-La Chiésaz,107.6,26.09.13
Saanenmöser,107.6,02.06.15
Lanzenhausern,107.8,14.08.09
Rohrbach,107.8,20.12.11
Rohrbach,107.8,20.12.11
Yens,107.9,24.09.15
Emmenbrücke,107.9,13.11.14
Hünenberg,108,31.08.12
Murzelen,108.1,29.10.13
Entlebuch,108.1,14.12.11
Entlebuch,108.1,14.12.11
Brunnen,108.3,29.09.11
Ebikon,108.4,11.06.15
Schüpfheim,108.6,14.12.11
Basadingen,108.7,16.05.13
Zug,108.9,29.02.12
Wilen,108.9,18.12.12
Allmendingen,109,11.11.11
Benzenschwil,109,22.02.12
Merishausen,109.1,13.12.12
Wermatswil,109.1,29.09.16
Rottenschwil,109.2,31.03.16
Basel,109.4,24.02.12
Altstätten,109.5,17.12.13
Chandon,109.7,14.05.13
Matran,109.8,29.05.09
Fischbach,109.9,21.05.10
Unteraegeri,110,28.10.13
Schenkon,110,12.03.15
Le Landeron,110,06.10.06
Allschwil,110.1,19.12.11
Schweizersholz,110.2,10.12.12
Malters,110.2,27.02.12
Löhningen,110.2,14.05.14
Innerthal,110.3,07.01.15
Vernayaz,110.4,30.09.15
Charrat,110.5,13.07.15
Rain,110.5,19.12.13
Sempach-Station,110.9,04.08.11
Urdorf,111.3,24.03.15
Flums,111.3,21.03.17
Schnottwil,111.3,24.12.15
Weinfelden,111.3,05.12.11
Boningen,111.4,26.06.12
Winterthur,111.8,27.08.15
Bonstetten,111.8,02.10.14
Gossau,112,23.12.10
Fischingen,112.1,15.10.13
Villars-le-Grand,112.2,06.12.12
Rheinfelden,112.2,05.05.14
Rheinfelden,112.2,05.05.14
Affeltrangen,112.2,20.04.12
Fanas,112.4,30.11.10
St.Gallen-Winkeln,112.4,14.12.09
Winterthur Reutlingen,112.5,30.07.12
Tamins,112.9,24.09.15
Aesch,113,23.01.09
Mönchaltorf,113,17.03.16
Leytron,113.1,12.06.13
Horgenberg,113.1,12.03.15
Oberegg,113.2,06.07.12
Jonschwil,113.2,22.09.16
Kappel am Albis,113.2,12.12.13
Berg,113.4,20.11.13
Zürich,113.4,30.05.12
Ebnat-Kappel,113.4,10.09.12
Balgach,113.4,22.03.16
Knonau,113.5,24.08.11
Speicher,113.8,25.10.12
Turtmann,113.8,04.06.12
Aadorf,114,22.12.11
Niederneunforn,114.1,13.09.12
Thun,114.3,25.06.15
Thun,114.3,25.06.15
Freidorf,114.4,14.09.12
S. Antonino,114.5,29.09.15
Detligen,114.6,29.11.13
Tschugg,114.7,06.09.11
Neftenbach,114.8,09.01.15
Lyssach,114.8,30.12.11
Opfikon,114.9,27.01.12
Oberhallau,115.1,19.10.11
Vuisternens-en-Ogoz,115.1,04.01.11
Trubschachen,115.1,01.05.10
Sursee,115.2,10.02.15
Luven,115.2,25.09.15
Sarn,115.3,09.09.15
Mitlödi,115.4,27.03.15
Plaffeien,115.8,04.09.12
Rheinfelden,116,31.03.10
Sarnen,116,28.06.12
Däniken,116.1,24.11.11
Dizy,116.2,28.08.12
Flawil,116.2,01.03.10
Steffisburg,116.3,19.07.13
Neuheim,116.5,20.12.13
Braunau,116.5,04.07.12
Alchenstorf,116.6,12.11.12
Puidoux,116.6,18.12.12
Kallern,116.7,17.03.08
Buch bei Märwil,116.7,21.03.16
Zug,116.8,05.02.15
Zug,116.8,05.02.15
Buttisholz,116.9,27.09.13
Zimmerwald,117,27.03.09
Giswil,117.5,29.09.16
Hagenbuch,117.5,07.11.14
Kirchberg,117.6,10.08.11
Niederrohrdorf,117.7,24.03.16
Grandevent,117.8,07.09.12
Degersheim,118,13.09.11
Benken,118,05.03.15
Froideville,118,20.09.12
Gossau,118.1,28.02.12
Winikon,118.3,11.10.13
Otelfingen,118.3,23.12.11
Sursee,118.6,10.02.15
Ruswil,118.7,18.02.14
Thörigen,118.8,01.07.15
Schnottwil,118.8,28.09.12
Wichtrach,119,04.09.12
Gais,119,18.09.12
Fleurier,119.1,15.12.11
Langenthal,119.1,23.12.13
Aeschi bei Spiez,119.1,24.09.16
Appenzell,119.3,09.11.12
Luzern,119.5,02.02.09
Furna,119.6,27.01.15
Tuggen,119.6,09.02.15
Liestal,119.6,18.12.13
Eichberg,119.6,28.06.16
Wangen b. Dübendorf,119.6,21.09.12
Seon,119.7,11.03.09
Muri,119.7,28.09.17
Disentis/Mustér,119.7,29.01.09
Esslingen,119.8,14.04.10
Diegten,120,07.10.08
Niederwangen,120,12.12.12
Krummenau,120.1,19.05.14
Corcelles-près-Payerne,120.1,04.07.13
Subingen,120.1,31.03.16
Hochdorf,120.3,26.05.11
Hochdorf,120.3,26.05.11
Ettiswil,120.4,20.12.11
Uzwil,120.6,11.09.12
Savognin,120.6,29.10.13
Laupersdorf,120.7,02.09.15
Spreitenbach,120.8,15.12.11
Meierskappel,121,23.12.13
Aesch,121.2,30.11.11
Chur,121.4,24.10.14
Monthey,121.5,13.07.12
Horn,121.9,17.08.15
Altnau,122,14.05.12
Rossrüti,122.1,09.01.15
Waltensburg,122.1,27.07.10
Utzenstorf,122.1,19.12.14
Unterwasser,122.2,23.12.11
Stoos,122.2,05.12.13
Unterstammheim,122.4,22.09.11
Attiswil,122.6,23.12.11
Escholzmatt,122.7,25.09.15
Siviriez,122.7,24.03.16
Chessel,122.8,22.12.11
Melide,122.9,02.08.08
Fällanden,123.2,24.09.12
Frick,123.4,21.09.12
Homburg,123.4,09.11.09
Alberswil,123.4,26.06.17
Samstagern,123.6,14.11.08
Tägerwilen,123.7,28.11.13
Bussigny,123.8,12.03.14
Unterlunkhofen,123.8,13.04.12
Rümlang,124,02.09.13
Lienz Plona,124,06.05.09
Satigny,124,19.05.11
Arconciel,124.1,27.12.12
Ried-Mörel,124.2,23.12.11
Busswil bei Melchnau,124.2,23.12.11
Grafenried,124.3,19.12.11
Rizenbach,124.4,22.12.11
Untersiggenthal,124.7,30.11.11
Menznau,124.8,03.10.14
Gisikon,124.8,21.12.12
Oberarth,124.9,29.09.12
Balgach,125,26.03.15
Kottwil,125.1,31.03.15
Habschwanden,125.6,26.03.15
Esslingen,125.6,19.12.13
Basel,125.6,09.11.10
Andwil,125.7,17.11.11
Niederglatt,125.8,28.04.08
Brügglen,125.9,31.03.16
Oberscherli,125.9,23.12.11
Frauenfeld,126,03.07.14
Obernau,126,15.11.12
Lyssach,126,17.09.14
Oberentfelden,126,24.03.16
Bözen,126,17.08.16
Kägiswil,126.2,28.06.17
Gommiswald,126.3,28.09.17
Ruswil,126.4,05.11.08
Paspels,126.4,01.01.09
Ermensee,126.4,16.12.11
Boussens,126.4,17.07.12
Plan-Les-Ouates,126.4,02.12.11
Edlibach,126.5,14.07.15
Vella,126.8,27.11.10
Lengnau,126.9,23.12.13
Yvorne,127.2,17.12.12
Hettiswil,127.2,31.10.11
Bergdietikon,127.3,16.12.10
Altdorf,127.3,28.10.08
Egolzwil,127.4,27.03.15
Sonvilier,127.5,04.07.13
Wängi,127.6,30.12.12
Neukirch (Egnach),127.7,12.03.15
Schönenbuch,127.7,01.12.11
Kerns,127.7,15.09.11
Uhwiesen,128,10.12.11
Oetwil,128,24.09.15
Mühlau,128.1,25.09.15
Kägiswil,128.3,30.09.16
Schmitten,128.3,24.03.15
Scheid,128.7,28.09.12
Dizy,128.8,15.03.16
Altstätten,129,27.09.16
Lyss,129,25.10.13
Kägiswil,129.2,21.12.11
Willisau,129.2,31.03.15
Balsthal,129.3,30.09.16
Schnaus,129.4,11.08.09
Collonges,129.8,13.03.15
Bazenheid,130,21.11.13
Benken,130,28.10.14
Gränichen,130.1,29.03.15
Yverdon-les-Bains,130.1,21.12.12
Eschenbach,130.1,30.03.15
Raperswilen,130.3,29.07.11
Bonstetten,130.3,17.09.14
Bettwiesen,130.4,17.04.14
Lajoux,130.5,20.10.11
Edlibach,130.7,02.07.14
Le Noirmont,130.8,16.12.13
Rickenbach,130.8,01.06.08
Cottens,130.8,20.12.12
Meltingen,130.8,07.03.12
Bubikon,130.9,12.01.15
Steinmaur,131,28.12.11
Bätterkinden,131,24.09.15
Rüfenach,131.1,18.09.15
Otelfingen,131.4,21.12.11
Weggis,131.6,25.03.15
Granges-prés-Marnad,131.6,18.12.13
Rodersdorf,131.8,24.12.11
Hirzel,131.8,27.03.15
Schwyz,131.8,25.06.13
Buttisholz,131.9,20.03.10
Penthaz,132.2,07.09.16
Schachen,132.3,28.03.13
Baar,132.3,27.03.15
Kölliken,132.5,22.12.11
Bretzwil,132.6,27.03.15
Ottoberg,132.8,13.08.15
Langenthal,132.8,16.12.13
Henggart,132.8,31.12.11
Château-d'Oex,132.8,10.12.10
Rüttenen,133,20.12.11
Schötz,133,14.10.11
Buchberg,133.2,30.11.11
Müllheim,134.1,20.12.13
Eyholz-Visp,134.1,02.09.16
Säriswil,134.3,25.06.15
Rothenthurm,134.4,19.11.13
Ocourt,134.4,24.06.15
Orzens,134.6,07.12.12
Frauenfeld,134.7,10.02.15
Hagendorn,134.7,22.03.16
Rüttenen,134.9,28.12.11
Staffelbach,135.2,20.12.10
Kerns,135.2,19.12.13
Limpach,135.3,25.09.12
Wildegg,135.4,12.12.11
Lömmenschwil,135.6,20.12.13
Buochs,136.1,26.09.12
Ruppoldsried,136.5,22.05.12
Hörhausen,136.7,19.12.13
Sempach,136.7,28.09.16
Domat/Ems,136.8,11.11.11
Seewen,136.9,13.03.15
Schneisingen,137,24.08.15
Pratteln,137,14.12.11
Huttwil,137.9,30.03.15
Pensier,138,20.12.13
Gränichen,138,25.07.11
Walzenhausen,138.1,01.11.13
Bächli,138.3,13.12.13
Meikirch,138.6,25.11.13
Rances,138.7,20.12.13
Vétroz,138.8,27.08.12
Samstagern,138.8,16.12.13
Pratteln,139.1,25.09.15
Reng,139.1,16.12.11
Lyss,139.4,26.09.12
Les Ponts-de-Martel,139.5,25.08.11
Ueberstorf,139.9,27.12.13
Rosshäusern,139.9,10.03.11
Homburg,140,02.01.15
Rodersdorf,140.1,12.12.13
Basel,140.2,23.10.11
Fislisbach,140.2,28.02.12
Hinwil,140.3,18.03.15
Ropraz,140.4,30.09.15
Moosseedorf,140.4,30.08.11
Frieswil,140.4,28.11.11
Sarnen,140.7,31.08.10
Knutwil,140.7,27.09.13
Alterswilen,140.8,22.09.11
Sevelen,141,24.05.13
Weesen,141.1,18.07.11
Grenchen,141.1,14.02.12
Baden,141.1,23.03.12
Obernau,141.8,12.03.09
Illnau,141.8,20.12.12
Wädenswil,142.2,16.08.11
Le Noirmont,142.5,16.12.13
Sevelen,142.7,29.09.11
Schönenberg,142.8,19.12.13
Neudorf,143,05.11.07
Appenzell,143.1,31.08.16
Hofstetten,143.3,15.12.11
Selzach,143.3,24.12.10
Lichtensteig,143.4,21.06.16
Buch am Irchel,143.5,29.11.11
Hinterforst,143.6,22.12.11
Steinhausen,143.8,03.09.15
Würenlingen,143.9,20.12.13
Hagenbuch,144,01.09.08
Schwyz,144,03.11.11
Weite,144,27.09.12
Affeltrangen,144.5,22.01.15
Kallern,144.5,04.03.15
Gland,145,18.02.10
Wagerswil,145.3,19.12.13
Berikon,145.4,12.03.15
Tägerwilen,145.6,28.06.13
Hagenbuch,145.8,16.10.14
Roche,145.8,02.11.11
Unterramsern,146,29.12.11
Willisau,146.1,02.09.14
Niederwil,146.2,17.09.15
Châtonnaye,146.2,17.06.11
Gwatt,146.3,15.11.13
Cugy,146.9,13.08.12
Schwyz,147.2,18.12.12
Langnau,147.4,02.01.09
Kriens,147.4,27.11.12
Azmoos,147.4,11.03.15
Bettlach,147.6,20.12.11
Wettingen,147.7,16.11.12
Basel,147.8,02.09.10
Lichtensteig,147.9,18.08.16
Aeugst,148.5,26.03.15
Klingnau,148.5,28.02.12
Bazenheid,148.6,11.11.10
Grandson,148.7,26.05.09
Stalden,148.7,11.08.09
Wolhusen,149,13.09.12
Wilchingen,149.1,01.11.11
Brütten,149.2,12.07.12
Roggwil,149.3,21.09.11
Niederhasli,149.3,19.09.16
Steffisburg,149.5,21.07.12
Trubschachen,149.5,22.06.16
Rickenbach,150.2,23.03.15
Biberist,150.2,18.06.13
Esslingen,150.2,18.12.13
Wangen,150.3,19.09.12
Grafenried,150.4,22.12.11
Uffikon,151.5,03.08.12
Vesin,151.6,05.12.11
Echallens,151.7,15.10.13
Echallens,151.7,15.10.13
Villeret,152.2,25.03.15
Tatroz,152.5,25.06.13
Kirchlindach,152.6,29.06.15
Rickenbach,152.6,20.03.15
Moudon,152.7,10.10.08
Alpnach Dorf,152.8,25.06.13
Villarsel-le-Gibloux,152.9,22.12.11
Altstätten,152.9,26.09.16
Steffisburg,153.6,22.02.12
Miécourt,153.9,31.07.12
Steinen,153.9,08.03.15
Winterberg,154.6,03.10.11
Benzenschwil,154.8,23.11.11
Wittenbach,154.9,16.12.11
Steinmaur,154.9,02.12.11
Langenthal,155,18.12.13
Tägerwilen,155,24.03.15
Turbach,155,07.12.12
Adlikon,155.5,05.11.14
Amriswil,155.5,20.03.15
Zizers,155.5,26.03.15
Thun,155.6,07.11.14
Castione,155.6,24.12.13
Frauenfeld,155.7,19.09.12
Harenwilen,155.7,16.12.13
Manno,155.8,16.12.12
Wattenwil,155.8,01.08.12
Muraz (Collombey),155.9,12.12.11
Schweizersholz,156.1,02.10.13
Niederscherli,156.5,30.09.10
Riazzino,156.6,20.12.13
Schwarzenburg,156.7,19.12.13
Puidoux,156.8,21.09.12
St-Brais,156.9,31.03.15
Corgemont,157.2,30.06.12
Engelburg,157.3,05.02.10
Knonau,157.4,19.12.13
Ennetmoos,157.5,26.09.12
Horw,158,06.10.10
Ruswil,158.1,16.11.09
Untersiggenthal,158.3,18.12.13
Dübendorf,158.8,09.06.16
Vérossaz,159.1,04.05.12
Eschenbach,159.3,12.12.13
Ruswil,159.4,11.08.08
Gempen,159.5,22.08.12
Oberegg,160.2,31.03.16
Bonvillars,160.4,04.07.13
Seon,160.6,29.09.15
Sumiswald,160.6,20.12.10
Trüllikon,160.7,20.12.12
Grenchen,160.7,27.12.11
Oberwil,160.8,29.08.08
Seengen,160.8,30.05.13
Baldegg,161,23.03.16
Bissegg,161,15.12.11
Bronschhofen,161.3,27.09.16
Kirchlindach,161.5,20.12.13
Monible,161.7,14.12.11
Limpach,161.8,25.09.12
Kerns,161.9,30.03.16
Zug,162,31.03.16
Aarwangen,162.1,21.04.13
Madiswil,162.2,18.12.13
Baldegg,162.2,23.03.15
Kulmerau,162.2,07.12.12
Vuarrens,162.2,23.07.13
Aubonne,162.5,23.12.11
Oberkulm,162.6,27.12.13
Oberegg,162.8,02.12.08
Delémont,163.1,28.09.16
Malters,163.1,15.08.08
Tägerschen,163.4,07.03.16
Treytorrens,163.8,22.12.14
Eschlikon,163.9,27.03.15
Wernetshausen,164,14.12.11
Rudolfingen,164,14.11.11
Monthey,164,04.08.12
Oekingen,164.2,23.03.17
Le Cerneux-Veusil,164.4,01.10.11
Bannwil,164.6,29.08.13
Birr,164.7,29.09.12
Müstair,165,31.03.15
Zweisimmen,165,13.12.11
Waldkirch,165.3,17.04.12
Schmerikon,165.4,20.10.16
Vals,165.4,30.06.16
Wolfhausen,165.4,22.09.11
Kestenholz,165.4,28.09.12
Menzingen,165.6,06.07.13
Obergoldbach,165.6,08.01.15
Sins,165.7,11.06.10
Hagenwil bei Amriswil,165.9,26.06.08
Oberstammheim,166.1,10.11.10
Etzelkofen,166.3,21.12.12
Kulmerau,166.6,18.12.09
Oberglatt,166.6,30.09.15
Wilen-Gottshaus,166.6,27.04.15
Moosseedorf,167,20.10.11
Gunzwil,167.1,17.12.10
Muri,167.2,14.01.15
Giswil,167.2,13.08.15
Jonschwil,167.3,27.09.12
Wohlen,167.4,21.09.15
Savigny,167.7,18.12.13
Savigny,167.7,18.12.13
Bannwil,168,23.12.13
Stans,168.1,06.06.12
Gonten,168.2,14.12.16
Rodels,168.5,19.12.13
Pratteln,168.8,09.12.09
Thayngen,168.8,20.12.13
Hergiswil,168.9,26.09.12
Trélex,169,27.12.13
Belpberg,169,10.03.15
Grafenried,169.1,08.10.13
Buch,169.1,06.07.12
Bözberg,169.2,21.06.12
Kägiswil,169.3,29.01.15
Wettswil,169.4,02.01.15
Noréaz,169.5,19.12.11
Sempach,169.5,06.09.11
Messen,169.6,16.09.10
Hedingen,169.7,04.08.14
Wängi,169.8,20.12.13
Niederbipp,169.8,06.10.15
Flüeli-Ranft,170,24.09.15
Epauvillers,170.2,06.09.12
Ebnat-Kappel,170.6,17.12.10
Gossau,171.4,25.10.11
Menznau,171.6,07.03.14
Emmen,171.6,12.04.11
St. Ursen,171.6,29.09.15
Oetwil a. d. Limmat,171.7,29.11.13
Peseux,171.8,27.12.11
Sissach,172,15.09.11
Sissach,172,15.09.11
Waltenschwil,172.8,19.12.13
Mörschwil,173.2,08.11.11
Aigle,173.4,19.08.08
Waltenschwil,173.5,22.03.16
Lenzerheide,173.6,16.06.11
St-Légier-La Chiésaz,173.8,21.12.12
Fenkrieden,173.9,30.09.15
Knonau,174,15.12.11
Thun,174.4,15.07.12
Bettwil,174.5,18.10.11
Gonten,174.6,13.09.11
Steinmaur,174.7,23.02.12
St.Ursanne,174.7,27.08.12
Berg,174.7,05.01.15
Buttisholz,175.4,31.10.14
Provence,175.8,22.12.14
Ruswil,176.4,28.10.13
Hasle,176.5,24.03.16
Teufen,176.5,24.09.15
Sachseln,177.1,06.12.13
Engwilen,177.2,26.01.17
Wolfertswil,177.4,09.08.11
Dussnang,177.4,25.11.13
Buch,177.6,19.06.12
Schupfart,177.7,23.12.11
Wilihof,177.9,23.12.11
Kiesen,178.3,13.03.09
Rüfenach,178.3,20.12.11
Andelfingen,178.4,12.12.08
Oberwangen,178.4,19.12.13
Ettiswil,178.7,25.05.12
Pfäffikon ZH,179.3,27.02.12
Buch bei Märwil,179.3,09.01.15
Horn,179.4,23.03.16
Otelfingen,179.8,19.09.14
Erlach,180,18.11.11
Oberdiessbach,180.6,04.12.14
Lupfig,181,18.12.13
Moudon,181,07.10.11
Luven,181.4,28.02.12
Bülach,181.7,30.11.11
Erlinsbach,182,17.11.10
Neuheim,182.1,20.12.13
Wildensbuch,182.3,12.01.15
Mauensee,182.3,03.12.09
Hohenrain,182.3,15.09.14
Jegenstorf,182.5,17.06.13
Rickenbach,182.7,02.01.15
Niederwil,183.6,28.06.15
Erlach,183.7,24.05.12
Schönholzerswilen,184,27.03.15
Sevelen,184.1,29.09.15
Wauwil,184.3,09.01.15
Seon,185.6,07.09.12
Mauren,185.6,08.01.15
Niederbüren,185.9,04.12.13
Bourrignon,186.7,21.12.11
Wilihof,186.8,04.09.15
Widnau,187.2,30.12.11
Buchs,187.2,12.12.07
Landquart,187.2,12.12.13
Bremgarten,187.9,21.11.13
Wädenswil,188.2,13.06.13
Rotkreuz,188.2,20.12.12
Rheinklingen,189.2,20.11.12
Altikon,189.4,21.12.11
Dintikon,189.6,28.12.11
Malans,189.8,24.09.14
Zürich,190.1,19.05.16
Jaun,190.6,19.12.12
Posieux,190.6,25.07.12
Wittenbach,190.6,22.12.11
Thierrens,191.1,27.09.12
Sigigen,191.2,20.08.12
Lenzburg,191.3,24.08.12
Herrenhof,191.8,06.12.13
Réchy,192,27.09.12
Le Pâquier,192.3,11.11.11
Cossonay,192.3,27.12.13
Appenzell,192.7,11.07.14
Tuggen,192.7,07.12.11
Fischingen,192.8,05.07.11
Emmenbrücke,192.9,31.10.14
Auw,193.6,20.08.12
Pailly,194.1,18.12.13
Dussnang,194.7,31.03.15
Waltenschwil,195,27.12.11
Merenschwand,195,30.06.17
Hildisrieden,195.1,08.04.09
Weinfelden,195.4,18.07.12
Uettligen,195.4,09.12.11
Sion,195.5,16.09.13
Châtel-St.-Denis,195.6,20.08.12
Ebikon,195.8,28.11.14
Oensingen,195.8,18.12.12
Bettlach,196,21.03.17
Le Noirmont,196.1,13.03.14
Steckborn,196.2,14.12.11
Winterthur,196.5,27.07.12
Oschwand,196.7,16.11.11
Fischenthal,196.9,05.10.11
Wohlenschwil,197.4,27.08.08
Winterthur,197.5,31.07.12
Tägertschi,197.8,24.06.09
Kiesen,197.9,07.05.09
Effretikon,198,17.02.12
Grosswangen,198.4,27.02.15
Gunzwil,198.5,23.08.12
Lanzenhäusern,199.6,01.10.11
Waldkirch,199.7,13.12.16
St. Ursen,199.7,16.09.11
Domat/Ems,200,02.10.13
Ecuvillens,200,29.02.12
Villars-le-Grand,200,31.03.15
Düdingen,200,21.12.11
Grosswangen,200.2,24.09.12
Dürrenroth,200.3,10.03.15
Härkingen,200.4,07.12.11
Vaulion,200.6,02.10.12
Ebikon,200.7,09.12.14
Rheinfelden,200.7,24.08.12
Romainmôtier,200.8,17.12.13
Münchenbuchsee,200.9,31.03.15
Mühlethurnen,201,27.02.12
Luthern,201.1,26.03.15
Nussbaumen,201.4,24.02.12
Horw,201.5,19.12.12
Unterstammheim,202.1,13.11.13
